ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price,concadtBC,len(no_of_char),sumif,averageif,countifs
453,lounge,51,790,18156,1,40.67348099,14.77124977,10500,lounge 51,6,897.4447308,4222.634962,1
454,pop,51,4018,95156,1,45.0007019,7.68227005,5900,pop 51,3,4122.682972,15025.81185,1
455,lounge,51,4018,113000,1,40.91917038,14.15332031,4400,lounge 51,6,8525.072491,17361.43893,1
456,lounge,51,731,29830,1,45.5712204,9.159139633,9980,lounge 51,6,837.73036,5807.532909,1
457,lounge,51,456,14800,1,44.06312943,12.44701004,10900,lounge 51,6,564.5101395,3752.787163,1
458,lounge,51,701,17000,1,45.60689163,9.306619644,9900,lounge 51,6,807.9135113,3958.987644,1
459,lounge,51,2101,82000,1,45.14241028,10.01521015,6700,lounge 51,6,2208.15762,12987.59395,1
460,lounge,51,397,15628,1,45.51256943,10.32901001,10850,lounge 51,6,504.8415794,3855.40594,1
461,lounge,51,790,39865,1,43.78237152,11.25498962,9450,lounge 51,6,897.0373611,7173.86248,1
462,pop,51,2313,106500,1,45.50329971,11.41784,6800,pop 51,3,2421.92114,16531.98873,1
463,lounge,51,762,15800,1,45.64250183,12.16362,9800,lounge 51,6,871.8061218,3782.400875,1
464,sport,51,3957,38000,1,45.58409119,9.270959854,5490,sport 51,5,4063.855051,6793.979293,1
465,lounge,51,762,12161,1,37.51858139,15.00710964,10800,lounge 51,6,866.525691,3404.646527,1
466,pop,51,2282,69159,1,41.90322113,12.49565029,9200,pop 51,3,2388.398871,11535.62841,1
467,pop,51,2070,57000,1,45.46796036,9.181779861,7900,pop 51,3,2176.64974,9582.664249,1
468,lounge,51,731,36303,1,45.5712204,9.159139633,9980,lounge 51,6,837.73036,6732.247194,1
469,lounge,51,456,11700,1,44.06312943,12.44701004,10900,lounge 51,6,564.5101395,3309.93002,1
470,lounge,51,578,21500,1,43.96585083,12.60208035,9500,lounge 51,6,686.5679312,4527.366847,1
471,lounge,51,731,25900,1,45.06967926,7.704919815,8850,lounge 51,6,835.7745991,5084.396371,1
472,lounge,51,425,17375,1,45.51256943,10.32901001,10950,lounge 51,6,532.8415794,4123.263083,1
473,lounge,51,790,46620,1,43.78237152,11.25498962,9450,lounge 51,6,897.0373611,8138.86248,1
474,lounge,51,4200,97000,1,45.40943909,11.87170982,4700,lounge 51,6,9009.281149,15144.89731,1
475,pop,51,1005,60879,1,45.58409119,9.270959854,8350,pop 51,3,1111.855051,10048.97929,1
476,pop,51,640,30000,1,45.06967926,7.704919815,8900,pop 51,3,744.7745991,5663.824943,1
477,lounge,51,425,18276,1,38.31806946,16.39489937,11000,lounge 51,6,531.7129688,4258.958996,1
478,lounge,51,3500,38431,1,41.90322113,12.49565029,7500,lounge 51,6,3606.398871,7077.485553,1
479,lounge,51,3074,103000,1,45.46796036,9.181779861,6900,lounge 51,6,3180.64974,16155.09282,1
480,pop,51,1827,47000,2,40.40106964,15.59286976,6990,pop 51,3,1935.993939,7989.570563,0
481,lounge,51,456,17000,2,44.06312943,12.44701004,10900,lounge 51,6,565.5101395,4067.072877,0
482,pop,51,3197,120000,2,40.17470169,18.16762924,7900,pop 51,3,3308.342331,18744.19176,0
483,sport,51,3835,129892,2,45.06967926,7.704919815,4490,sport 51,5,8430.774599,19760.82494,0
484,lounge,51,397,18877,2,45.51256943,10.32901001,10850,lounge 51,6,505.8415794,4319.548797,0
485,lounge,51,790,41572,2,43.78237152,11.25498962,9450,lounge 51,6,898.0373611,7417.719623,0
486,pop,51,882,24626,1,45.54444122,10.32971954,8990,pop 51,3,989.8741608,4943.982023,1
487,lounge,51,1492,50400,1,43.06753159,12.55154991,9500,lounge 51,6,1599.619082,8786.374155,1
488,lounge,51,425,20636,1,45.35776901,9.612210274,10650,lounge 51,6,531.9699793,4546.138568,1
489,lounge,51,3258,100000,2,40.82139969,14.12238026,6490,lounge 51,6,3365.94378,15694.27768,0
490,lounge,51,2101,18205,2,41.90322113,12.49565029,9700,lounge 51,6,2208.398871,4302.485553,0
491,pop,51,1797,39000,1,40.6095314,14.98093033,7999,pop 51,3,1904.590462,6986.512923,1
492,pop,51,670,9000,1,44.98873901,9.010499954,11090,pop 51,3,775.999239,2981.142748,1
493,lounge,51,456,29850,1,44.06312943,12.44701004,10900,lounge 51,6,564.5101395,5902.787163,1
494,lounge,51,4049,104300,1,44.90724182,8.611559868,6800,lounge 51,6,4154.518802,16465.64554,1
495,lounge,51,456,13375,1,41.90322113,12.49565029,10800,lounge 51,6,562.3988714,3534.62841,1
496,lounge,51,397,15003,1,45.51256943,10.32901001,10850,lounge 51,6,504.8415794,3766.120226,1
497,pop,51,790,38718,1,43.78237152,11.25498962,10450,pop 51,3,897.0373611,7152.433909,1
498,lounge,51,397,17488,1,40.96757126,14.20794964,10200,lounge 51,6,504.1755209,4028.167932,1
499,lounge,51,425,24281,1,45.43811035,12.31814957,10800,lounge 51,6,534.7562599,5088.679466,1
500,lounge,51,701,25076,1,45.51256943,10.32901001,10450,lounge 51,6,808.8415794,5191.40594,1
501,lounge,51,2527,25191,1,41.90322113,12.49565029,8800,lounge 51,6,2633.398871,5232.771267,1
502,lounge,51,1155,38197,1,41.90322113,12.49565029,8899,lounge 51,6,1261.398871,6908.914124,1
503,pop,51,1461,87066,1,44.50883865,11.46907997,7450,pop 51,3,1568.977919,13726.71113,1
504,lounge,51,456,21200,1,44.06312943,12.44701004,10900,lounge 51,6,564.5101395,4667.072877,1
505,lounge,51,3378,25800,1,41.46273041,12.90528011,7400,lounge 51,6,3484.368011,5241.338287,1
506,lounge,51,456,11186,1,41.90322113,12.49565029,10800,lounge 51,6,562.3988714,3221.914124,1
507,lounge,51,701,45550,1,41.77008057,12.22710991,9590,lounge 51,6,806.9971905,7993.142456,1
508,lounge,51,670,21971,1,43.78237152,11.25498962,9450,lounge 51,6,777.0373611,4600.433909,1
509,lounge,51,790,42000,1,45.06967926,7.704919815,8900,lounge 51,6,894.7745991,7399.9678,1
510,lounge,51,762,20000,1,45.21540833,7.633669853,9800,lounge 51,6,866.8490782,4381.692725,1
511,lounge,51,487,56779,1,45.40943909,11.87170982,10500,lounge 51,6,596.2811489,9697.183021,1
512,pop,51,3500,80320,1,41.90322113,12.49565029,7000,pop 51,3,3606.398871,12989.77127,1
513,lounge,51,3013,143000,1,45.73326111,8.453169823,6500,lounge 51,6,3119.186431,21803.4552,1
514,lounge,51,762,19600,1,45.53868866,9.928310394,9800,lounge 51,6,869.4669991,4324.923857,1
515,pop,51,366,15626,1,45.02238846,7.586019993,8990,pop 51,3,470.6084085,3584.086915,1
516,pop,51,2251,90000,2,45.78366852,8.967240334,6400,pop 51,3,2358.750909,14108.53584,0
517,lounge,51,456,11569,1,41.90322113,12.49565029,10800,lounge 51,6,562.3988714,3276.62841,1
518,pop,51,731,19675,1,45.35438919,11.86925983,9000,pop 51,3,840.223649,4216.746236,1
519,lounge,51,1705,65000,1,45.46350098,9.913140297,6900,lounge 51,6,1812.376641,10531.05381,1
520,pop,51,1858,33000,1,45.61695862,9.422280312,9800,pop 51,3,1965.039239,6395.29132,1
521,lounge,51,1492,64600,1,45.49222946,12.1016798,8300,lounge 51,6,1601.593909,10643.79913,1
522,lounge,51,701,27000,1,45.60689163,9.306619644,9700,lounge 51,6,807.9135113,5358.987644,1
523,lounge,51,425,18443,1,43.23400116,12.78215027,10800,lounge 51,6,533.0161514,4254.430879,1
524,lounge,51,425,3600,1,40.69556046,14.48085022,9490,lounge 51,6,4132.176411,1946.739487,1
525,lounge,51,3562,80646,1,41.90322113,12.49565029,6800,lounge 51,6,3668.398871,13017.05698,1
526,lounge,51,2616,45000,1,45.53725052,9.371049881,7950,lounge 51,6,2722.9083,7953.9869,1
527,lounge,51,2616,56400,1,45.7832489,12.48812008,6900,lounge 51,6,2726.271369,9433.038767,1
528,lounge,51,425,13111,1,45.02238846,7.586019993,9990,lounge 51,6,529.6084085,3376.515487,1
529,sport,51,517,43000,1,45.53659058,10.23204041,10800,sport 51,5,624.768631,7775.538376,1
530,lounge,51,2892,104000,1,45.70059967,9.088769913,6800,lounge 51,6,2998.78937,16257.6842,1
531,lounge,51,762,20000,1,43.95793152,11.38619041,9400,lounge 51,6,869.3441219,4324.906303,1
532,lounge,51,670,19956,1,45.43811035,12.31814957,9800,lounge 51,6,779.7562599,4362.96518,1
533,pop,51,1127,80858,1,41.10787964,14.20880985,7900,pop 51,3,1234.316689,12856.33096,1
534,lounge,51,2192,105000,1,45.52046967,10.8868103,8500,lounge 51,6,2300.40728,16543.62961,1
535,pop,51,2922,31350,1,43.78451157,10.92465973,6500,pop 51,3,3028.709171,5840.10131,1
536,sport,51,609,35000,1,45.65016174,9.205189705,10500,sport 51,5,715.8553514,6602.836479,1
537,lounge,51,943,25006,1,45.60054016,7.796450138,10900,lounge 51,6,1048.39699,5279.913856,1
538,lounge,62,3013,101417,1,41.90322113,12.49565029,7900,lounge 62,6,3130.398871,16064.62841,1
539,lounge,51,4535,124000,1,45.06967926,7.704919815,4450,lounge 51,6,9089.774599,19013.53923,1
540,lounge,51,1096,63500,1,46.79201889,11.98031998,9900,lounge 51,6,1206.772339,10658.82462,1
541,lounge,51,2131,44659,1,38.12207031,13.36112022,8900,lounge 51,6,2234.483191,7971.211884,1
542,pop,51,4353,104000,1,45.63330841,9.587340355,4300,pop 51,3,8760.220649,16108.88866,1
543,lounge,51,1431,68000,1,45.42092133,8.940649986,8800,lounge 51,6,1537.361571,11191.76594,1
544,pop,51,1278,27970,1,45.31705856,8.858699799,9400,pop 51,3,1384.175758,5536.596537,1
545,lounge,51,3166,72185,1,45.76396942,9.106980324,6500,lounge 51,6,3272.87095,11708.98156,1
546,lounge,51,790,24000,1,45.43811035,12.31814957,9800,lounge 51,6,899.7562599,4957.822323,1
547,lounge,51,366,15951,1,45.06967926,7.704919815,9900,lounge 51,6,470.7745991,3760.9678,1
548,lounge,51,1797,44000,1,45.52672958,10.83778954,10900,lounge 51,6,1905.364519,8115.76636,1
549,lounge,51,3865,72000,1,45.67340088,9.926890373,7800,lounge 51,6,3972.600291,11968.22861,1
550,lounge,51,3712,149000,1,45.6563797,9.50508976,5490,lounge 51,6,3819.161469,22616.30878,1
551,lounge,51,3319,51034,1,41.90322113,12.49565029,8300,lounge 51,6,3425.398871,8966.342696,1
552,lounge,51,790,16000,1,40.85470963,14.37921047,10500,lounge 51,6,897.2339201,3914.604846,1
553,lounge,74,4658,135000,1,40.83581161,14.50440979,4490,lounge 74,6,9278.340221,20611.90575,1
554,lounge,51,578,12982,1,45.46796036,9.181779861,10800,lounge 51,6,684.6497402,3495.949963,1
555,lounge,51,852,38020,1,45.46796036,9.181779861,9490,lounge 51,6,958.6497402,6924.807106,1
556,pop,51,366,19000,1,45.49541855,12.15649033,10490,pop 51,3,475.6519089,4281.09313,1
557,sport,51,1886,107500,1,45.53371811,9.231049538,8500,sport 51,5,1992.764768,16856.68068,1
558,lounge,51,790,19133,1,45.74602127,9.049969673,9850,lounge 51,6,896.7959909,4269.25657,1
559,lounge,51,731,19371,1,45.43811035,12.31814957,9800,lounge 51,6,840.7562599,4288.108037,1
560,pop,51,913,20000,1,40.92850113,14.20366955,8499,pop 51,3,1020.132171,4217.304596,1
561,lounge,62,2251,67000,1,45.46796036,9.181779861,7400,lounge 62,6,2368.64974,10967.66425,1
562,lounge,51,790,31657,1,41.90322113,12.49565029,10200,lounge 51,6,896.3988714,6108.342696,1
563,lounge,51,1155,55000,1,40.65832138,17.70716095,8400,lounge 51,6,1265.365482,9238.62364,1
564,lounge,51,3623,109000,1,45.6563797,9.50508976,5990,lounge 51,6,3730.161469,16960.73735,1
565,lounge,51,2374,86500,1,44.38822174,7.54832983,9300,lounge 51,6,2477.936552,14040.41951,1
566,lounge,51,762,17800,1,40.85470963,14.37921047,10500,lounge 51,6,869.2339201,4167.747703,1
567,lounge,51,4443,77918,1,45.06967926,7.704919815,5500,lounge 51,6,4547.774599,12567.25351,1
568,lounge,51,3623,87166,1,44.39997101,8.274499893,5600,lounge 51,6,3727.674471,13785.52492,1
569,pop,51,670,17000,1,45.36412811,11.9360199,10499,pop 51,3,779.300148,4040.042878,1
570,pop,51,366,19000,1,45.49541855,12.15649033,8990,pop 51,3,475.6519089,4066.807416,1
571,pop,51,1066,65000,1,45.55258942,10.77200985,8300,pop 51,3,1174.324599,10639.47494,1
572,lounge,51,2223,58000,1,40.88721848,14.71391964,6500,lounge 51,6,2330.601138,9547.94302,1
573,pop,51,366,11236,1,45.43811035,12.31814957,9800,pop 51,3,475.7562599,3073.393751,1
574,pop,51,2343,97000,1,40.92850113,14.20366955,5999,pop 51,3,2450.132171,15064.44745,1
575,lounge,51,640,39038,1,41.99634933,12.72344017,9800,lounge 51,6,746.7197895,7084.245684,1
576,lounge,51,366,19112,1,41.90322113,12.49565029,10900,lounge 51,6,472.3988714,4355.62841,1
577,lounge,51,2192,78000,1,45.59859848,9.164039612,7990,lounge 51,6,2298.762638,12613.39466,1
578,pop,51,1127,36495,1,41.90322113,12.49565029,9480,pop 51,3,1233.398871,6744.342696,1
579,pop,51,2861,80000,1,40.85470963,14.37921047,7500,pop 51,3,2968.23392,12924.31913,1
580,lounge,51,2678,122000,1,41.11426163,16.48571014,5850,lounge 51,6,2787.599972,18663.22857,1
581,sport,51,3258,120000,1,46.03120041,9.208310127,5300,sport 51,5,3365.239511,18381.31993,1
582,lounge,51,456,23000,1,40.8401413,14.25226021,9499,lounge 51,6,563.0924015,4723.870343,1
583,lounge,51,1066,59961,1,41.80298996,12.59893036,7480,lounge 51,6,1172.40192,9802.628846,1
584,pop,51,2374,73000,1,45.43811035,12.31814957,8900,pop 51,3,2483.75626,12055.10804,1
585,lounge,51,397,11997,1,43.78237152,11.25498962,9999,lounge 51,6,504.0373611,3215.005337,1
586,lounge,51,640,40438,1,41.99634933,12.72344017,9800,lounge 51,6,746.7197895,7284.245684,1
587,lounge,51,2982,36000,1,44.90724182,8.611559868,7500,lounge 51,6,3087.518802,6656.074115,1
588,lounge,74,4658,118000,1,37.72546005,15.1842804,5500,lounge 74,6,4785.90974,18327.27282,1
589,lounge,73,4566,120300,1,40.50030136,17.38249969,4900,lounge 73,6,9597.882801,18557.55469,1
590,sport,51,3258,98660,1,40.74824142,14.52834988,6290,sport 51,5,3365.276591,15474.18237,1
591,lounge,51,731,33665,1,41.90322113,12.49565029,9980,lounge 51,6,837.3988714,6355.342696,1
592,pop,51,1186,19000,1,41.11426163,16.48571014,8450,pop 51,3,1295.599972,4106.799996,1
593,lounge,51,1858,55476,1,43.87985992,10.78281021,8990,lounge 51,6,1964.66267,9490.808953,1
594,lounge,51,425,13900,1,41.90322113,12.49565029,9970,lounge 51,6,531.3988714,3486.62841,1
595,lounge,51,1066,59961,1,41.90322113,12.49565029,7480,lounge 51,6,1172.398871,9802.62841,1
596,pop,51,2678,75000,1,45.43811035,12.31814957,6800,pop 51,3,2787.75626,12084.25089,1
597,pop,51,3347,85500,1,43.78237152,11.25498962,5699,pop 51,3,3454.037361,13522.14819,1
598,lounge,51,2739,85366,1,45.69522858,9.669509888,7400,lounge 51,6,2846.364738,13659.62353,1
599,sport,73,4658,119000,1,44.83839035,11.61944008,4299,sport 73,5,9087.45783,18298.77969,1
600,pop,51,4322,120000,1,40.73484039,14.57341957,4399,pop 51,3,8828.30826,18404.32975,1
601,lounge,51,3927,117000,1,37.72546005,15.1842804,5500,lounge 51,6,4031.90974,18076.70139,1
602,lounge,51,790,15716,1,45.13325882,7.632730007,10790,lounge 51,6,894.7659888,3915.109427,1
603,pop,51,2039,57039,1,40.74824142,14.52834988,7590,pop 51,3,2146.276591,9539.610942,1
604,lounge,51,731,36303,1,41.90322113,12.49565029,9980,lounge 51,6,837.3988714,6732.199839,1
605,lounge,51,670,29181,1,44.28387833,11.88813972,9790,lounge 51,6,778.1720181,5679.167431,1
606,lounge,51,1492,46600,1,45.71659088,9.708080292,10600,lounge 51,6,1599.424671,8400.632096,1
607,lounge,51,731,19800,1,40.80760956,14.50251007,9899,lounge 51,6,838.3101196,4363.18716,1
608,lounge,51,425,17900,1,41.90322113,12.49565029,9970,lounge 51,6,531.3988714,4058.056982,1
609,lounge,51,3227,70751,1,41.90322113,12.49565029,5900,lounge 51,6,3333.398871,11427.05698,1
610,lounge,51,397,20450,1,45.43811035,12.31814957,10800,lounge 51,6,506.7562599,4537.393751,1
611,pop,51,517,11000,1,40.92314148,14.3100996,10500,pop 51,3,624.2332411,3160.890463,1
612,pop,51,2313,75000,1,45.62813187,9.045459747,7400,pop 51,3,2419.673592,12117.38194,1
613,pop,51,1431,38800,1,44.90724182,8.611559868,7800,pop 51,3,1536.518802,6876.931257,1
614,lounge,51,1917,54250,1,41.63029099,15.92329025,6900,lounge 51,6,2026.553581,9025.936226,1
615,pop,51,701,41000,1,44.75260925,8.155280113,9500,pop 51,3,805.9078894,7329.701127,1
616,lounge,51,670,28000,1,45.05659866,9.701760292,10200,lounge 51,6,776.758359,5568.822623,1
617,lounge,51,548,14181,1,40.74824142,14.52834988,9840,lounge 51,6,655.2765913,3525.896656,1
618,lounge,51,701,14000,1,44.98873901,9.010499954,9790,lounge 51,6,806.999239,3514.57132,1
619,lounge,51,821,33224,1,45.59859848,9.164039612,9890,lounge 51,6,927.7626381,6292.394663,1
620,pop,77,2435,28000,1,45.95497131,12.8429203,7999,pop 77,3,2571.797892,5510.399699,1
621,lounge,51,731,15150,1,45.6563797,9.50508976,10300,lounge 51,6,838.1614695,3756.165924,1
622,lounge,51,2527,113396,1,45.63243103,8.888850212,6800,lounge 51,6,2633.521281,17547.78875,1
623,lounge,51,3227,46000,1,41.99634933,12.72344017,6300,lounge 51,6,3333.71979,7948.388541,1
624,lounge,51,3592,104000,1,45.05659866,9.701760292,6500,lounge 51,6,3698.758359,16314.82262,1
625,lounge,51,4414,109381,1,43.81702042,10.68284988,5800,lounge 51,6,4520.49987,17100.92855,1
626,lounge,51,3347,148000,1,41.90322113,12.49565029,5400,lounge 51,6,3453.398871,22408.3427,1
627,lounge,62,3074,61000,1,45.51815033,10.35066986,8450,lounge 62,6,3192.86882,10378.26697,1
628,pop,51,2343,39900,1,45.51256943,10.32901001,7900,pop 51,3,2450.841579,7178.977368,1
629,lounge,51,762,17000,1,45.05659866,9.701760292,9900,lounge 51,6,868.758359,3967.679766,1
630,lounge,62,3347,70340,1,40.74824142,14.52834988,6990,lounge 62,6,3465.276591,11542.89666,1
631,pop,62,790,44000,1,41.77008057,12.22710991,8800,pop 62,3,906.9971905,7672.713884,1
632,lounge,51,609,21000,1,44.71540833,11.30830002,10900,lounge 51,6,717.0237084,4660.289101,1
633,lounge,51,821,25922,1,45.59859848,9.164039612,9890,lounge 51,6,927.7626381,5249.251805,1
634,pop,51,821,6700,1,42.45336914,14.14037991,8900,pop 51,3,929.5937491,2361.65625,1
635,lounge,51,701,20968,1,39.21453857,9.110489845,10500,lounge 51,6,801.3250284,4610.617861,1
636,lounge,51,3013,80000,1,41.90322113,12.49565029,6500,lounge 51,6,3119.398871,12803.48555,1
637,sport,51,4353,119000,1,45.04724121,9.128809929,5200,sport 51,5,4459.176051,18380.45372,1
638,pop,51,2374,54198,1,45.31200027,9.497010231,7800,pop 51,3,2480.809011,9211.544144,1
639,lounge,51,397,21276,1,45.35776901,9.612210274,10850,lounge 51,6,503.9699793,4662.138568,1
640,lounge,51,4535,41500,1,45.06967926,7.704919815,4790,lounge 51,6,9429.774599,7276.396371,1
641,pop,51,4322,76000,1,45.85166168,9.391869545,5500,pop 51,3,4429.243531,12275.89193,1
642,pop,62,1492,79000,1,43.89894867,11.00205994,8000,pop 62,3,1609.901009,12658.843,1
643,lounge,62,2982,126003,1,45.06967926,7.704919815,5950,lounge 62,6,3097.774599,19293.68209,1
644,lounge,51,1492,22404,1,40.74824142,14.52834988,8990,lounge 51,6,1599.276591,4714.039513,1
645,lounge,51,852,53742,1,44.28387833,11.88813972,9290,lounge 51,6,960.1720181,9142.453145,1
646,lounge,51,609,21000,1,44.71540833,11.30830002,10900,lounge 51,6,717.0237084,4660.289101,1
647,lounge,51,821,33725,1,45.59859848,9.164039612,9890,lounge 51,6,927.7626381,6363.966091,1
648,pop,51,670,22000,1,45.05659866,9.701760292,10490,pop 51,3,776.758359,4752.679766,1
649,lounge,51,1521,28760,1,45.69115829,9.478070259,10300,lounge 51,6,1628.169229,5813.30989,1
650,pop,51,4322,135000,1,41.90322113,12.49565029,4800,pop 51,3,9228.398871,20604.3427,1
651,sport,51,3684,137344,1,38.11273956,15.65174961,5500,sport 51,5,3789.764489,20948.25207,1
652,lounge,51,425,21248,1,41.90322113,12.49565029,10500,lounge 51,6,531.3988714,4612.056982,1
653,lounge,51,366,20451,1,45.35776901,9.612210274,10850,lounge 51,6,472.9699793,4539.852854,1
654,lounge,51,1096,28400,1,44.13837051,12.23882008,9900,lounge 51,6,1204.377191,5644.196742,1
655,lounge,51,3227,95554,1,45.06967926,7.704919815,5900,lounge 51,6,3331.774599,14970.11066,1
656,sport,73,4292,166716,1,43.55290985,10.31997967,4790,sport 73,5,9209.87289,25132.83898,1
657,lounge,51,762,39000,1,45.05659866,9.701760292,10200,lounge 51,6,868.758359,7153.394051,1
658,pop,51,4139,35151,1,40.8401413,14.25226021,6699,pop 51,3,4246.092402,6585.441772,1
659,lounge,51,670,37020,1,41.10787964,14.20880985,10900,lounge 51,6,777.3166895,6957.473813,1
660,lounge,51,609,21000,1,44.71540833,11.30830002,10900,lounge 51,6,717.0237084,4660.289101,1
661,lounge,51,821,30112,1,45.59859848,9.164039612,9890,lounge 51,6,927.7626381,5847.823234,1
662,pop,51,731,25000,1,45.05659866,9.701760292,10490,pop 51,3,837.758359,5189.96548,1
663,lounge,51,1492,23016,1,45.13167191,8.449170113,10000,lounge 51,6,1597.580842,4945.511549,1
664,lounge,51,882,56779,1,41.90322113,12.49565029,10000,lounge 51,6,988.3988714,9681.771267,1
665,lounge,51,2101,29897,1,40.92649078,14.4764204,8200,lounge 51,6,2208.402911,5758.628987,1
666,lounge,51,425,15784,1,41.90322113,12.49565029,10800,lounge 51,6,531.3988714,3874.342696,1
667,lounge,51,366,14366,1,45.35776901,9.612210274,10850,lounge 51,6,472.9699793,3670.56714,1
668,pop,51,2769,72784,1,40.79727173,14.54360962,9890,pop 51,3,2876.340881,12221.76298,1
669,lounge,51,2647,50000,1,43.78237152,11.25498962,6900,lounge 51,6,2754.037361,8522.719623,1
670,lounge,51,913,29000,1,45.77859116,8.946249962,8500,lounge 51,6,1019.724841,5503.53212,1
671,sport,73,4414,104269,2,40.40106964,15.59286976,4999,sport 73,5,9543.993939,16259.42771,0
672,lounge,62,2892,99518,2,45.46796036,9.181779861,7990,lounge 62,6,3010.64974,15788.94996,0
673,lounge,51,2861,23500,2,45.40943909,11.87170982,8200,lounge 51,6,2971.281149,4953.611593,0
674,lounge,51,762,21000,1,44.71540833,11.30830002,10900,lounge 51,6,870.0237084,4682.146244,1
675,pop,51,670,17000,1,45.64250183,12.16362,10499,pop 51,3,779.8061218,4040.11516,1
676,lounge,51,487,17800,1,45.35152817,10.84409046,11100,lounge 51,6,595.1956186,4214.31366,1
677,lounge,51,762,18609,1,41.57223892,13.33368969,10250,lounge 51,6,868.9059286,4247.55799,1
678,pop,51,701,39700,1,41.90322113,12.49565029,8800,pop 51,3,807.3988714,7044.199839,1
679,pop,51,3653,85000,1,45.60697174,9.629229546,4990,pop 51,3,8750.236201,13393.1766,1
680,lounge,51,425,15350,1,41.90322113,12.49565029,10800,lounge 51,6,531.3988714,3812.342696,1
681,lounge,51,397,19296,1,45.35776901,9.612210274,10950,lounge 51,6,503.9699793,4393.56714,1
682,lounge,51,762,28200,1,45.33407974,11.37687016,10250,lounge 51,6,870.7109499,5617.958707,1
683,lounge,51,3684,132000,1,44.54637146,7.54008007,5900,lounge 51,6,3788.086452,20241.86949,1
684,pop,51,578,17000,1,41.7690506,12.66281033,10500,pop 51,3,684.4318609,4026.633123,1
685,pop,51,943,35481,1,45.58409119,9.270959854,8650,pop 51,3,1049.855051,6454.693579,1
686,lounge,51,762,20900,1,44.90443039,8.199939728,10550,lounge 51,6,867.1043701,4617.443481,1
687,lounge,51,3774,149000,1,45.95497131,12.8429203,5499,lounge 51,6,3884.797892,22626.97113,1
688,lounge,51,731,19244,1,45.59614944,8.915809631,10200,lounge 51,6,837.5119591,4326.644566,1
689,pop,51,670,17000,1,45.43811035,12.31814957,10499,pop 51,3,779.7562599,4040.108037,1
690,pop,51,701,25800,1,41.90322113,12.49565029,8900,pop 51,3,807.3988714,5072.771267,1
691,lounge,51,670,19746,1,41.57223892,13.33368969,10950,lounge 51,6,776.9059286,4496.843704,1
692,lounge,51,456,12872,1,41.90322113,12.49565029,10800,lounge 51,6,562.3988714,3462.771267,1
693,pop,51,1797,23400,1,45.66292953,11.60243034,7800,pop 51,3,1906.26536,4729.752194,1
694,lounge,51,425,15817,1,41.90322113,12.49565029,10800,lounge 51,6,531.3988714,3879.056982,1
695,lounge,51,397,18575,1,45.35776901,9.612210274,10950,lounge 51,6,503.9699793,4290.56714,1
696,lounge,51,3197,51083,1,45.5712204,9.159139633,5880,lounge 51,6,3303.73036,8610.247194,1
697,lounge,51,2162,56900,1,45.88607025,13.29117012,7200,lounge 51,6,2273.17724,9482.596749,1
698,lounge,74,4566,78000,1,45.46796036,9.181779861,5800,lounge 74,6,4695.64974,12642.94996,1
699,pop,51,3988,103000,1,45.53266144,9.038920403,5700,pop 51,3,4094.571582,16113.79594,1
700,pop,51,2313,106905,1,45.32001114,10.57859039,6990,pop 51,3,2420.898602,16616.84266,1
701,pop,51,3592,149000,1,45.44424057,8.987319946,4299,pop 51,3,7997.431561,22428.49022,1
702,lounge,51,701,27100,1,41.90322113,12.49565029,10300,lounge 51,6,807.3988714,5458.914124,1
703,lounge,51,425,21459,1,41.57223892,13.33368969,10950,lounge 51,6,531.9059286,4706.55799,1
704,lounge,51,456,10320,1,41.90322113,12.49565029,10800,lounge 51,6,562.3988714,3098.199839,1
705,lounge,51,2070,85134,1,45.06967926,7.704919815,6900,lounge 51,6,2174.774599,13459.11066,1
706,lounge,51,397,16087,1,41.90322113,12.49565029,10800,lounge 51,6,503.3988714,3913.62841,1
707,lounge,51,397,18740,1,45.35776901,9.612210274,10950,lounge 51,6,503.9699793,4314.138568,1
708,lounge,51,3197,51083,1,45.5712204,9.159139633,5880,lounge 51,6,3303.73036,8610.247194,1
709,pop,51,790,25000,1,42.46390915,14.21354008,9900,pop 51,3,898.6774492,5114.382493,1
710,lounge,51,3439,124000,1,45.6563797,9.50508976,5990,lounge 51,6,3546.161469,19077.30878,1
711,lounge,51,2496,83000,1,41.11426163,16.48571014,6900,lounge 51,6,2605.599972,13215.8,1
712,lounge,51,3684,97000,1,45.95497131,12.8429203,6500,lounge 51,6,3794.797892,15328.54256,1
713,lounge,51,762,22020,1,46.07004929,11.11925983,9900,lounge 51,6,871.1893091,4685.169901,1
714,lounge,51,456,17253,1,45.77669144,9.065250397,9890,lounge 51,6,562.8419418,3958.691706,1
715,pop,51,2039,82990,1,45.46796036,9.181779861,7990,pop 51,3,2145.64974,13303.94996,1
716,pop,51,366,16380,1,40.92649078,14.4764204,9950,pop 51,3,473.4029112,3829.343273,1
717,lounge,51,762,17484,1,45.5200386,9.757160187,9900,lounge 51,6,869.2771988,4036.896743,1
718,lounge,51,1644,120000,1,45.21854019,12.27838993,6499,lounge 51,6,1753.49693,18322.49956,1
719,lounge,51,2404,100000,1,45.73284912,11.78989029,6700,lounge 51,6,2513.522739,15602.64611,1
720,lounge,51,425,14403,1,41.90322113,12.49565029,10800,lounge 51,6,531.3988714,3677.056982,1
